lanzepisode_name,name,date,role,party,message,genre,pub_platform
Markus Lanz vom 20. September 2023,Sebastian Sons,2023-09-20T00:00:00.000000,Islamwissenschaftler,,Mit Blick auf die Wechsel vieler Fußballstars in die Golfstaaten spricht er über die Sport- und Fußballoffensive Saudi-Arabiens sowie über die Geostrategie des Wüstenstaates.,Wissenschaft,
Markus Lanz vom 27. September 2023,Matthias Maurer,2023-09-27T00:00:00.000000,Astronaut,,"176 Tage war er auf der ISS. Er erläutert, warum der Mond wieder ins Zentrum des Raumfahrtinteresses rückt – 50 Jahre nachdem letztmals Menschen den Erdtrabanten betreten haben.",Sonstiges,
Markus Lanz vom 27. September 2023,Harald Lesch,2023-09-27T00:00:00.000000,Astrophysiker,,"Der ZDF-Wissenschaftsmoderator äußert sich zum Ringen um die Vormacht im All sowie zu den wirtschaftlichen Begierden, Prestige und Egoismen in der internationalen Raumfahrt.",Wissenschaft,
Markus Lanz vom 27. September 2023,Andrea Rotter,2023-09-27T00:00:00.000000,Sicherheitsexpertin,,Die Referatsleiterin der Hanns-Seidel-Stiftung spricht über geopolitische Rivalitäten im All und die militärische Nutzung von Weltraumtechnologien.,Inneres,
Markus Lanz vom 27. September 2023,Matthias Spott,2023-09-27T00:00:00.000000,Raumfahrtunternehmer,,"Er äußert sich zum Potential der wirtschaftlichen Nutzung des Weltraums und zur Strategie milliardenschwerer Investoren, insbesondere aus dem US-amerikanischen Raum.",Ökonomie,
Markus Lanz vom 14. Februar 2023,Serap Güler,2023-02-14T00:00:00.000000,Politikerin,CDU,"Als Mitglied des CDU-Vorstandes äußert sie sich zum Regierungsanspruch ihrer Partei in Berlin, der Lage im türkisch-syrischen Erdbebengebiet sowie zur Flüchtlingspolitik.",Politik,
Markus Lanz vom 14. Februar 2023,Jens Marco Scherf,2023-02-14T00:00:00.000000,Landrat,B90G,Der grüne Kommunalpolitiker spricht über die zugespitzte Flüchtlingssituation in seinem unterfränkischen Landkreis Miltenberg und erläutert seine Forderungen an den Bund.,Politik,
Markus Lanz vom 14. Februar 2023,Martin Machowecz,2023-02-14T00:00:00.000000,Journalist,,"Der ""ZEIT""-Politikexperte analysiert den Machtpoker nach der Berlin-Wahl sowie das Gerangel zwischen Bund und Ländern um eine Aufstockung der Bundesflüchtlingshilfen.",Journalismus,Zeit
Markus Lanz vom 14. Februar 2023,Juli Zeh,2023-02-14T00:00:00.000000,Autorin,,"Sie hat sich mit der zunehmend polarisierten Debattenkultur auseinandergesetzt. ""Es fehlt häufig die Bereitschaft von Leuten, sich eine andere Meinung anzuhören"", stellt sie fest.",Literatur,
Markus Lanz vom 30. März 2022,Michael Roth,2022-03-30T00:00:00.000000,Politiker,SPD,"Der SPD-Politiker und Vorsitzende des Auswärtigen Ausschusses äußert sich zum Russland-Ukraine-Krieg und erläutert, warum er ein Energieembargo gegen Russland ablehnt.",Politik,
Markus Lanz vom 13. September 2023,Andreas Bovenschulte,2023-09-13T00:00:00.000000,SPD-Politiker,SPD,"Der Bremer Bürgermeister erläutert, warum er dem Wachstumschancengesetz im Bundesrat nicht zustimmen will. Zudem erklärt er seine energiepolitischen Differenzen mit Kanzler Scholz.",Politik,
Markus Lanz vom 13. September 2023,Claus Ruhe Madsen,2023-09-13T00:00:00.000000,CDU-Politiker,Parteilos,"Der schleswig-holsteinische Minister für Wirtschaft, Verkehr, Arbeit, Technologie und Tourismus spricht über Innovationsgeist in Wirtschaft und Politik und Deutschlands Zukunftsfähigkeit.",Politik,
Markus Lanz vom 13. September 2023,Julia Löhr,2023-09-13T00:00:00.000000,Journalistin,,"Die ""FAZ""-Wirtschaftsexpertin äußert sich zu den Konjunkturaussichten. Zudem legt sie dar, warum Deutschland für ausländische Fachkräfte eines der unattraktivsten Länder der Welt ist.",Journalismus,FAZ
Markus Lanz vom 13. September 2023,Günther-Martin Pauli,2023-09-13T00:00:00.000000,Landrat,CDU,"Er spricht über die Flüchtlingssituation in seinem Landkreis Zollernalbkreis, wo die Aufnahme von immer mehr Geflüchteten zunehmend auf Gegenwind bei der Bevölkerung stößt.",Politik,
Markus Lanz vom 19. April 2023,Britta Petersen,2023-04-19T00:00:00.000000,Südasien-Expertin,,"Die langjährige Neu-Delhi-Korrespondentin der ""Financial Times"" äußert sich zu den politischen und gesellschaftlichen Strukturen Indiens und den strategischen Partnerschaften der Republik.",International,
Markus Lanz vom 19. April 2023,Ranga Yogeshwar,2023-04-19T00:00:00.000000,Moderator,,Der Sohn eines indischen Ingenieurs verbrachte einen Teil seiner Kindheit in Indien. Er spricht über die Kultur und die geopolitische sowie wirtschaftliche Bedeutung des asiatischen Landes.,Sonstiges,
Markus Lanz vom 22. Februar 2022,Kevin Kühnert,2022-02-22T00:00:00.000000,Politiker,SPD,Der SPD-Generalsekretär nimmt Stellung zur Eskalation in Osteuropa und zu möglichen Reaktionen des Westens auf den Einmarsch russischer Truppen in die Ukraine.,Politik,
Markus Lanz vom 22. Februar 2022,Robin Alexander,2022-02-22T00:00:00.000000,Journalist,,"Der stellv. ""Welt""-Chefredakteur analysiert die Außenpolitik Deutschlands und der NATO in der Ukraine-Krise sowie die Russland-Haltung der SPD und das Wirken von Kanzler Scholz.",Journalismus,Welt
Markus Lanz vom 22. Februar 2022,Gabriele Krone-Schmalz,2022-02-22T00:00:00.000000,Autorin,,"Die frühere ARD-Moskaukorrespondentin skizziert den Wandel Russlands unter der Regentschaft Putins. Über den Kreml-Chef sagt sie: ""Er ist ein knallharter Stratege.""",Literatur,
Markus Lanz vom 22. Februar 2022,Gwendolyn Sasse,2022-02-22T00:00:00.000000,Politologin,,"Die Leitern des Zentrums für Osteuropa- und internationale Studien in Berlin zieht die historischen Linien nach, die zum Ukraine-Russland-Konflikt geführt haben.",Wissenschaft,
Markus Lanz vom 12. Mai 2022,Jürgen Trittin,2022-05-12T00:00:00.000000,Politiker,B90G,"Der Grünen-Politiker erklärt, warum die Ukraine auch die Sicherheit Europas verteidigt und es seines Erachtens richtig ist, sie mit Waffenlieferungen zu unterstützen.",Politik,
Markus Lanz vom 12. Mai 2022,Maren Urner,2022-05-12T00:00:00.000000,Neurowissenschaftlerin,,Sie spricht über den Umgang mit der Angst vor einer Eskalation des Krieges und einem möglichen atomaren Konflikt der NATO mit Russland.,Wissenschaft,
Markus Lanz vom 12. Mai 2022,Julian Nida-Rümelin,2022-05-12T00:00:00.000000,Philosoph,,"Er erläutert den Wandel der Grünen von ""Pazifisten zu Panzer-Fans"" und sagt, weshalb der Einsatz kriegerischer Mittel uns generell in ein moralisches Dilemma stürzt.",Wissenschaft,
Markus Lanz vom 12. Mai 2022,Diana Kinnert,2022-05-12T00:00:00.000000,Politikerin,CDU,"Im Hinblick auf Deutschlands Haltung zum Ukraine-Krieg sagt sie: ""Auf kulturellem Parkett sind wir längst Beteiligte, nicht Beobachter.""",Politik,
Markus Lanz vom 11. Mai 2023,Jens Spahn,2023-05-11T00:00:00.000000,Politiker,CDU,"Der CDU-Politiker nimmt Stellung zu den migrationspolitischen Herausforderungen Deutschlands und legt dar, warum er Asylverfahren an den EU-Außengrenzen für richtig hält.",Politik,
Markus Lanz vom 11. Mai 2023,Kristin Helberg,2023-05-11T00:00:00.000000,Nahost-Expertin,,"Sie analysiert, welche Rolle Flüchtlingspolitik bei der Türkei-Wahl spielt. Zudem erläutert sie, wie Geflüchtete besser in den deutschen Arbeitsmarkt integriert werden könnten.",International,
Markus Lanz vom 11. Mai 2023,Gerald Knaus,2023-05-11T00:00:00.000000,Migrationsforscher,,Der Politikberater gilt als Architekt des Flüchtlingspakts mit der Türkei. Er spricht über neue Fluchtrouten nach Europa und skizziert Reformkonzepte für eine effektivere EU-Flüchtlingspolitik.,Wissenschaft,
Markus Lanz vom 11. Mai 2023,Wolfram Weimer,2023-05-11T00:00:00.000000,Publizist,,"Der Verleger (""The European"") analysiert die gegenwärtige und frühere deutsche Migrationspolitik und spricht über die flüchtlingspolitischen Strategien anderer europäischer Länder.",Literatur,
Markus Lanz vom 18. Oktober 2023,Michael Bewerunge,2023-10-18T00:00:00.000000,Journalist,,Zugeschaltet aus Tel Aviv informiert der ZDF-Korrespondent über die neuesten Entwicklungen in Israel und über den dortigen Besuch von US-Präsident Joe Biden.  ,Journalismus,ZDF
Markus Lanz vom 18. Oktober 2023,Roderich Kiesewetter,2023-10-18T00:00:00.000000,CDU-Politiker,CDU,Der Bundeswehroberst a.D. äußert sich zu den Möglichkeiten der internationalen Diplomatie im Israel-Konflikt und zu den Risiken einer israelischen Großoffensive in Gaza. ,Politik,
Markus Lanz vom 18. Oktober 2023,Kristin Helberg,2023-10-18T00:00:00.000000,Nahost-Expertin,,Sie spricht über Ursachen der fortgeschrittenen Radikalisierung bei der Hamas und in der palästinensischen Bevölkerung innerhalb der letzten Jahre. ,International,
Markus Lanz vom 18. Oktober 2023,Hasnain Kazim,2023-10-18T00:00:00.000000,Politologe,,"Der Journalist analysiert die Eskalationsrisiken des Nahost-Konflikts. ""Das hat Weltkriegspotenzial – mehr noch als der russische Angriff auf die Ukraine"", sagt er. ",Wissenschaft,
Markus Lanz vom 18. Oktober 2023,Gerhard Conrad,2023-10-18T00:00:00.000000,Islamwissenschaftler,,Der Ex-Mitarbeiter des Bundesnachrichtendienstes wurde als Vermittler in Verhandlungen zur Geiselbefreiung im Nahen Osten bekannt. Er äußert sich zum Erpressungskalkül der Hamas. ,Wissenschaft,
Markus Lanz vom 30. März 2023,Bernd Riexinger,2023-03-30T00:00:00.000000,Politiker,LINKE,Der ehemalige Parteivorsitzende der Linken äußert sich zu den Problemen seiner Partei rund um Sahra Wagenknecht und übt Kritik an der Reform des Bundestagswahlrechts.,Politik,
Markus Lanz vom 30. März 2023,Anne Hähnig,2023-03-30T00:00:00.000000,Journalistin,,"Die Leiterin des ""ZEIT""-Büros in Leipzig analysiert die schwachen Umfragewerte der Linken und die Gefahr einer Spaltung der Partei.",Journalismus,Zeit
Markus Lanz vom 30. März 2023,Werner Henning,2023-03-30T00:00:00.000000,Politiker,CDU,"Der CDU-Mann aus Thüringen ist Deutschlands dienstältester Landrat. Er berichtet, vor welchen Schwierigkeiten deutsche Kommunen bei der Integration Geflüchteter stehen.",Politik,
Markus Lanz vom 30. März 2023,Olivia Kortas,2023-03-30T00:00:00.000000,Ukraine-Expertin,,"Die Journalistin hat seit Beginn des Krieges in der Ukraine das Land oft besucht und erzählt, wie Russland systematisch ukrainische Kinder verschleppt.",International,
Markus Lanz vom 14. September 2023,Konstantin Kuhle,2023-09-14T00:00:00.000000,Politiker,FDP,Der FDP-Fraktionsvize zieht eine Halbzeitbilanz der Klimapolitik der Bundesregierung. Zudem äußert sich der 34-Jährige zu den Herausforderungen und der Zukunft der Leistungsgesellschaft.,Politik,
Markus Lanz vom 14. September 2023,Luisa Neubauer,2023-09-14T00:00:00.000000,Klimaaktivistin,,"Mit Blick auf den globalen Klimastreik am 15. September erläutert die ""Fridays-for-Future""-Sprecherin ihre Kritik am deutschen Klimakurs und legt die Alternativkonzepte ihrer Initiative dar.",Aktivismus,
Markus Lanz vom 14. September 2023,Marc Widmann,2023-09-14T00:00:00.000000,Journalist,,"Der ""Zeit""-Wirtschaftsexperte hinterfragt das klimapolitische Wirken der Liberalen innerhalb der Ampelkoalition. Zudem äußert er sich zu FDP-Parteichef Lindner und Verkehrsminister Wissing.",Journalismus,Zeit
Markus Lanz vom 14. September 2023,Katrin Böhning-Gaese,2023-09-14T00:00:00.000000,Biologin,,"Die Direktorin des ""Senckenberg Biodiversität und Klima Forschungszentrums"" spricht über Ursachen und Folgen des Artensterbens, und warnt: ""Eine Million Arten sind vorm Aussterben bedroht.""",Wissenschaft,
Markus Lanz vom 3. Oktober 2023,Marco Buschmann,2023-10-03T00:00:00.000000,Bundesjustizminister,FDP,"Der FDP-Politiker nimmt Stellung zur Forderung seiner Partei nach einer ""Wende in der Migrationspolitik"" sowie zu den Konzepten der Liberalen für einen ""spürbaren Bürokratieabbau"". ",Politik,
Markus Lanz vom 3. Oktober 2023,Rita Röhrl,2023-10-03T00:00:00.000000,Landrätin,SPD,"Die Kommunalpolitikerin (SPD) aus dem Landkreis Regen in Niederbayern schildert, wie zugespitzt die aktuelle Flüchtlingssituation im deutsch-tschechischen Grenzgebiet ist. ",Politik,
Markus Lanz vom 3. Oktober 2023,Sascha Lobo,2023-10-03T00:00:00.000000,Autor,,"""Das Vertrauen in die demokratische Politik ist zerrüttet"", sagt er und fordert mit Blick auf die asyl- und migrationspolitischen Probleme: ""Hier muss sich Europa komplett neu aufstellen.""  ",Literatur,
Markus Lanz vom 3. Oktober 2023,Lars Wendland,2023-10-03T00:00:00.000000,Polizeigewerkschafter,,"Er legt dar, wie die stark steigenden Flüchtlingszahlen die Bundespolizei an ihre Belastungsgrenzen bringt. Zudem spricht er über Hintergründe des Schleusergeschäfts. ",Inneres,
Markus Lanz vom 1. Juni 2023,Thorsten Frei,2023-06-01T00:00:00.000000,Politiker,CDU,"Der Erste Parlamentarische Geschäftsführer der CDU/CSU-Fraktion spricht über die Spaltung der Gesellschaft, den Umgang mit Klimaprotestlern und die klimapolitischen Konzepte der Union. ",Politik,
Markus Lanz vom 1. Juni 2023,Hajo Schumacher,2023-06-01T00:00:00.000000,Publizist,,"Er analysiert die Oppositionsarbeit der Union, die Gründe für die hohen Umfragewerte für die AfD sowie die gesellschaftliche Debatte um den Klimaschutz. ",Literatur,
Markus Lanz vom 1. Juni 2023,Luisa Neubauer,2023-06-01T00:00:00.000000,Klimaaktivistin,,"Die Fridays for Future-Aktivistin erläutert, wie ihre Bewegung auf die Aktionen der Klimakleber der „Letzten Generation“ blickt. Zudem spricht sie über ihre politischen Forderungen. ",Aktivismus,
Markus Lanz vom 1. Juni 2023,Liv von Boetticher,2023-06-01T00:00:00.000000,Journalistin,,"Die RTL-Investigativ-Journalistin spricht über den Fall des Ex-Tengelmann-Chefs Karl-Erivan Haub, der 2018 in der Schweiz spurlos verschwunden ist und mittlerweile für tot erklärt wurde.",Journalismus,RTL
Markus Lanz vom 28. März 2023,Robert Habeck,2023-03-28T00:00:00.000000,Politiker,B90G,Der Bundeswirtschaftsminister und Vizekanzler (Grüne) nimmt Stellung zur Einigung im Koalitionsausschuss sowie zum Zustand der Ampelkoalition.,Politik,
Markus Lanz vom 28. März 2023,Christian Dürr,2023-03-28T00:00:00.000000,Politiker,FDP,"Der Fraktionsvorsitzende der FDP äußert sich zu den Ergebnissen des Koalitionsausschusses und erklärt, wie seine Partei den Streit in der Bundesregierung beilegen will.",Politik,
Markus Lanz vom 28. März 2023,Robin Alexander,2023-03-28T00:00:00.000000,Journalist,,"Der stellvertretende ""Welt""-Chefredakteur analysiert die Hintergründe des gerade zu Ende gegangenen Marathon-Koalitionsausschusses und die Zerwürfnisse der Ampel.",Journalismus,Welt
Markus Lanz vom 28. März 2023,Ulrike Herrmann,2023-03-28T00:00:00.000000,Journalistin,,"Die Bestsellerautorin und ""taz""-Wirtschaftsredakteurin erklärt den Konflikt zwischen FDP und Grünen und die zögerliche Rolle der SPD innerhalb der Bundesregierung. ",Journalismus,TAZ
Markus Lanz vom 16. März 2022,Dietrich Schulze-Marmeling,2022-03-16T00:00:00.000000,Autor,,"Der Sportjournalist spricht über den englischen Topverein FC Chelsea, der aufgrund von Sanktionsmaßnahmen gegen Clubbesitzer Roman Abramowitsch in die Krise geraten ist.",Literatur,
Markus Lanz vom 16. März 2022,Sebastian Kneißl,2022-03-16T00:00:00.000000,Ex-Fußballprofi,,"Von 2000 bis 2005 gehörte er zum Kader des FC Chelsea. Er schildert, wie er Abramowitsch bei der Vereinsübernahme 2003 erlebte und wie sich der Club unter ihm gewandelt hat.",Sonstiges,
Markus Lanz vom 16. März 2022,Diana Zimmermann,2022-03-16T00:00:00.000000,Journalistin,,"Die Leiterin des ZDF-Studios London spricht über das Leben der russischen Oligarchen in der Themse-Metropole und erläutert, wie diese Teil der britischen High Society wurden.",Journalismus,ZDF
Markus Lanz vom 19. Oktober 2023,Gili Roman,2023-10-19T00:00:00.000000,Geiselangehöriger,,"Seine deutsch-israelische Schwester Yarden wurde von der Hamas aus dem Kibbuz Beeri verschleppt. Er erläutert, warum seine Familie besondere Hoffnung in die deutsche Politik setzt.",Sonstiges,
Markus Lanz vom 19. Oktober 2023,Katrin Eigendorf,2023-10-19T00:00:00.000000,Journalistin,,Zugeschaltet aus Tel Aviv informiert die ZDF-Reporterin über die Stimmungslage in der Region und über den Umgang der Bevölkerung mit der Sorge um die Geiseln der Hamas.,Journalismus,ZDF
Markus Lanz vom 19. Oktober 2023,M.-A. Strack-Zimmermann,2023-10-19T00:00:00.000000,Politikerin,FDP,Die FDP-Verteidigungspolitikerin analysiert die aktuelle Entwicklung in Israel und Gaza. Zudem äußert sie sich zur Gefahr eines Flächenbrandes im Nahen Osten.,Politik,
Markus Lanz vom 19. Oktober 2023,Sönke Neitzel,2023-10-19T00:00:00.000000,Militärhistoriker,,Er äußert sich zum Fortlauf des Russland-Ukraine-Krieges und zur möglichen Rolle der Bundeswehr im Nahostkonflikt.,Militär,
Markus Lanz vom 19. Oktober 2023,Andreas Reinicke,2023-10-19T00:00:00.000000,Ex-Diplomat,,Der Direktor des Deutschen Orient-Instituts und ehemalige EU-Sonderbeauftragte für den Friedensprozess im Nahen Osten spricht über die Möglichkeiten der Diplomatie im Israelkonflikt.,International,
Markus Lanz vom 22. August 2023,Lars Klingbeil,2023-08-22T00:00:00.000000,SPD-Vorsitzender,SPD,"Er nimmt Stellung zum Ampelstreit um das Wachstumschancengesetz, der Führung von Kanzler Scholz und dem migrationspolitischen Kurs der SPD.",Politik,
Markus Lanz vom 22. August 2023,Kerstin Münstermann,2023-08-22T00:00:00.000000,Journalistin,,"""Es braucht eine völlig neue Industriepolitik"", sagt die ""Rheinische Post""-Redakteurin mit Blick auf die wirtschafts- und haushaltspolitischen Differenzen innerhalb der Bundesregierung.",Journalismus,Rheinische Post
Markus Lanz vom 22. August 2023,Issio Ehrich,2023-08-22T00:00:00.000000,Afrika-Experte,,"Der Journalist mit deutsch-nigerianischen Wurzeln informiert über die Lage im westafrikanischen Niger, wo es Ende Juli zu einem Putsch kam.",International,
Markus Lanz vom 22. August 2023,Frank Sauer,2023-08-22T00:00:00.000000,Politologe,,Der Dozent von der Universität der Bundeswehr München äußert sich zur Entwicklung des Ukrainekrieges und zur Lieferung von F-16-Jets der Niederlande und Dänemarks an die Ukraine.,Wissenschaft,
